2024-04-26 11:28:39,544 - INFO - collecting all words and their counts
2024-04-26 11:28:39,544 - INFO - PROGRESS: at sentence #0, processed 0 words, keeping 0 word types
2024-04-26 11:28:39,614 - INFO - PROGRESS: at sentence #10000, processed 769775 words, keeping 23416 word types
2024-04-26 11:28:39,706 - INFO - PROGRESS: at sentence #20000, processed 1927639 words, keeping 37033 word types
2024-04-26 11:28:39,792 - INFO - PROGRESS: at sentence #30000, processed 3085030 words, keeping 47111 word types
2024-04-26 11:28:39,876 - INFO - PROGRESS: at sentence #40000, processed 4244396 words, keeping 55153 word types
2024-04-26 11:28:39,975 - INFO - PROGRESS: at sentence #50000, processed 5408301 words, keeping 62578 word types
2024-04-26 11:28:40,075 - INFO - PROGRESS: at sentence #60000, processed 6573422 words, keeping 69359 word types
2024-04-26 11:28:40,162 - INFO - PROGRESS: at sentence #70000, processed 7743595 words, keeping 75720 word types
2024-04-26 11:28:40,253 - INFO - PROGRESS: at sentence #80000, processed 8916134 words, keeping 81851 word types
2024-04-26 11:28:40,360 - INFO - PROGRESS: at sentence #90000, processed 10079577 words, keeping 87639 word types
2024-04-26 11:28:40,447 - INFO - PROGRESS: at sentence #100000, processed 11242717 words, keeping 92946 word types
2024-04-26 11:28:40,536 - INFO - PROGRESS: at sentence #110000, processed 12405741 words, keeping 98222 word types
2024-04-26 11:28:40,640 - INFO - PROGRESS: at sentence #120000, processed 13595295 words, keeping 103424 word types
2024-04-26 11:28:40,727 - INFO - PROGRESS: at sentence #130000, processed 14754749 words, keeping 108237 word types
2024-04-26 11:28:40,814 - INFO - PROGRESS: at sentence #140000, processed 15924603 words, keeping 112847 word types
2024-04-26 11:28:40,917 - INFO - PROGRESS: at sentence #150000, processed 17079572 words, keeping 117410 word types
2024-04-26 11:28:40,949 - INFO - collected 119089 word types from a corpus of 17530377 raw words and 153841 sentences
2024-04-26 11:28:40,949 - INFO - Creating a fresh vocabulary
2024-04-26 11:28:41,037 - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=3 retains 41078 unique words (34.49% of original 119089, drops 78011)', 'datetime': '2024-04-26T11:28:41.026488', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'prepare_vocab'}
2024-04-26 11:28:41,037 - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=3 leaves 17439026 word corpus (99.48% of original 17530377, drops 91351)', 'datetime': '2024-04-26T11:28:41.037547', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'prepare_vocab'}
2024-04-26 11:28:41,137 - INFO - deleting the raw counts dictionary of 119089 items
2024-04-26 11:28:41,137 - INFO - sample=0.001 downsamples 52 most-common words
2024-04-26 11:28:41,137 - INFO - Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 12271228.653658632 word corpus (70.4%% of prior 17439026)', 'datetime': '2024-04-26T11:28:41.137531', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'prepare_vocab'}
2024-04-26 11:28:41,272 - INFO - estimated required memory for 41078 words and 300 dimensions: 119126200 bytes
2024-04-26 11:28:41,272 - INFO - resetting layer weights
2024-04-26 11:28:41,303 - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-04-26T11:28:41.303930', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'build_vocab'}
2024-04-26 11:28:41,303 - INFO - Word2Vec lifecycle event {'msg': 'training model with 8 workers on 41078 vocabulary and 300 features, using sg=1 hs=0 sample=0.001 negative=5 window=10 shrink_windows=True', 'datetime': '2024-04-26T11:28:41.303930', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'train'}
2024-04-26 11:28:42,324 - INFO - EPOCH 0 - PROGRESS: at 6.22% examples, 500371 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:28:35,894 - INFO - Epoch: 56, training loss: 0.04307275637984276
2024-04-26 12:28:35,898 - INFO - Epoch: 57, training loss: 0.06601904332637787
2024-04-26 12:28:35,910 - INFO - Epoch: 58, training loss: 0.03843657672405243
2024-04-26 12:28:35,913 - INFO - Epoch: 59, training loss: 0.038620661944150925
2024-04-26 12:28:35,916 - INFO - Epoch: 60, training loss: 0.10565846413373947
2024-04-26 12:28:35,918 - INFO - Epoch: 61, training loss: 0.016379673033952713
2024-04-26 12:28:35,920 - INFO - Epoch: 62, training loss: 0.07804922014474869
2024-04-26 12:28:35,922 - INFO - Epoch: 63, training loss: 0.0144088976085186
2024-04-26 12:28:35,924 - INFO - Epoch: 64, training loss: 0.015673084184527397
2024-04-26 12:28:35,926 - INFO - Epoch: 65, training loss: 0.06617335230112076
2024-04-26 12:28:35,928 - INFO - Epoch: 66, training loss: 0.011099006980657578
2024-04-26 12:28:35,930 - INFO - Epoch: 67, training loss: 0.04905354604125023
2024-04-26 12:28:35,932 - INFO - Epoch: 68, training loss: 0.028153162449598312
2024-04-26 12:28:35,934 - INFO - Epoch: 69, training loss: 0.09513834863901138
2024-04-26 12:28:35,936 - INFO - Epoch: 70, training loss: 0.07349005341529846
2024-04-26 12:28:35,937 - INFO - Epoch: 71, training loss: 0.02268216200172901
2024-04-26 12:28:35,939 - INFO - Epoch: 72, training loss: 0.03732041269540787
2024-04-26 12:28:35,941 - INFO - Epoch: 73, training loss: 0.02608148194849491
2024-04-26 12:28:35,944 - INFO - Epoch: 74, training loss: 0.09575172513723373
2024-04-26 12:28:35,946 - INFO - Epoch: 75, training loss: 0.04767235368490219
2024-04-26 12:28:35,949 - INFO - Epoch: 76, training loss: 0.03955204784870148
2024-04-26 12:28:35,951 - INFO - Epoch: 77, training loss: 0.016465522348880768
2024-04-26 12:28:35,953 - INFO - Epoch: 78, training loss: 0.02001582458615303
2024-04-26 12:28:35,956 - INFO - Epoch: 79, training loss: 0.03213930130004883
2024-04-26 12:28:35,958 - INFO - Epoch: 80, training loss: 0.08165454864501953
2024-04-26 12:28:35,960 - INFO - Epoch: 81, training loss: 0.027311071753501892
2024-04-26 12:28:35,961 - INFO - Epoch: 82, training loss: 0.06078001856803894
2024-04-26 12:28:35,963 - INFO - Epoch: 83, training loss: 0.022377682849764824
2024-04-26 12:28:35,964 - INFO - Epoch: 84, training loss: 0.018091285601258278
2024-04-26 12:28:35,966 - INFO - Epoch: 85, training loss: 0.08265940845012665
2024-04-26 12:28:35,968 - INFO - Epoch: 86, training loss: 0.02835838682949543
2024-04-26 12:28:35,970 - INFO - Epoch: 87, training loss: 0.15960641205310822
2024-04-26 12:28:35,971 - INFO - Epoch: 88, training loss: 0.007203849498182535
2024-04-26 12:28:35,973 - INFO - Epoch: 89, training loss: 0.033077288419008255
2024-04-26 12:28:35,975 - INFO - Epoch: 90, training loss: 0.018074646592140198
2024-04-26 12:28:35,976 - INFO - Epoch: 91, training loss: 0.05419245362281799
2024-04-26 12:28:35,978 - INFO - Epoch: 92, training loss: 0.054283466190099716
2024-04-26 12:28:35,981 - INFO - Epoch: 0, training loss: 0.02257942222058773
2024-04-26 12:28:35,983 - INFO - Epoch: 1, training loss: 0.020717313513159752
2024-04-26 12:28:35,984 - INFO - Epoch: 2, training loss: 0.023442711681127548
2024-04-26 12:28:35,986 - INFO - Epoch: 3, training loss: 0.04878658428788185
2024-04-26 12:28:35,987 - INFO - Epoch: 4, training loss: 0.02458767592906952
2024-04-26 12:28:35,989 - INFO - Epoch: 5, training loss: 0.023210346698760986
2024-04-26 12:28:35,991 - INFO - Epoch: 6, training loss: 0.04224329814314842
2024-04-26 12:28:35,992 - INFO - Epoch: 7, training loss: 0.043615106493234634
2024-04-26 12:28:35,994 - INFO - Epoch: 8, training loss: 0.04979172348976135
2024-04-26 12:28:35,996 - INFO - Epoch: 9, training loss: 0.008659490384161472
2024-04-26 12:28:35,997 - INFO - Epoch: 10, training loss: 0.02289825864136219
2024-04-26 12:28:35,999 - INFO - Epoch: 11, training loss: 0.01863589882850647
2024-04-26 12:28:36,001 - INFO - Epoch: 12, training loss: 0.016613712534308434
2024-04-26 12:28:36,004 - INFO - Epoch: 13, training loss: 0.05126124247908592
2024-04-26 12:28:36,006 - INFO - Epoch: 14, training loss: 0.029185183346271515
2024-04-26 12:28:36,008 - INFO - Epoch: 15, training loss: 0.0502210333943367
2024-04-26 12:28:36,009 - INFO - Epoch: 16, training loss: 0.014334730803966522
2024-04-26 12:28:36,011 - INFO - Epoch: 17, training loss: 0.021004103124141693
2024-04-26 12:28:36,013 - INFO - Epoch: 18, training loss: 0.04594557359814644
2024-04-26 12:28:36,015 - INFO - Epoch: 19, training loss: 0.0226067416369915
2024-04-26 12:28:36,018 - INFO - Epoch: 20, training loss: 0.02456853725016117
2024-04-26 12:28:36,020 - INFO - Epoch: 21, training loss: 0.0388147309422493
2024-04-26 12:28:36,022 - INFO - Epoch: 22, training loss: 0.03458413481712341
2024-04-26 12:28:36,024 - INFO - Epoch: 23, training loss: 0.018965471535921097
2024-04-26 12:28:36,026 - INFO - Epoch: 24, training loss: 0.035218410193920135
2024-04-26 12:28:36,029 - INFO - Epoch: 25, training loss: 0.0860559418797493
2024-04-26 12:28:36,031 - INFO - Epoch: 26, training loss: 0.025426872074604034
2024-04-26 12:28:36,033 - INFO - Epoch: 27, training loss: 0.02514193020761013
2024-04-26 12:28:36,036 - INFO - Epoch: 28, training loss: 0.01665145717561245
2024-04-26 12:28:36,038 - INFO - Epoch: 29, training loss: 0.01830321177840233
2024-04-26 12:28:36,041 - INFO - Epoch: 30, training loss: 0.048812005668878555
2024-04-26 12:28:36,043 - INFO - Epoch: 31, training loss: 0.019506527110934258
2024-04-26 12:28:36,045 - INFO - Epoch: 32, training loss: 0.024558141827583313
2024-04-26 12:28:36,047 - INFO - Epoch: 33, training loss: 0.025163231417536736
2024-04-26 12:28:36,049 - INFO - Epoch: 34, training loss: 0.019904671236872673
2024-04-26 12:28:36,052 - INFO - Epoch: 35, training loss: 0.035751234740018845
2024-04-26 12:28:36,054 - INFO - Epoch: 36, training loss: 0.051561083644628525
2024-04-26 12:28:36,057 - INFO - Epoch: 37, training loss: 0.059154316782951355
2024-04-26 12:28:36,059 - INFO - Epoch: 38, training loss: 0.035520512610673904
2024-04-26 12:28:36,061 - INFO - Epoch: 39, training loss: 0.035827212035655975
2024-04-26 12:28:36,062 - INFO - Epoch: 40, training loss: 0.09470336884260178
2024-04-26 12:28:36,065 - INFO - Epoch: 41, training loss: 0.07475324720144272
2024-04-26 12:28:36,067 - INFO - Epoch: 42, training loss: 0.018352778628468513
2024-04-26 12:28:36,069 - INFO - Epoch: 43, training loss: 0.015339012257754803
2024-04-26 12:28:36,071 - INFO - Epoch: 44, training loss: 0.16936467587947845
2024-04-26 12:28:36,073 - INFO - Epoch: 45, training loss: 0.11278244107961655
2024-04-26 12:28:36,075 - INFO - Epoch: 46, training loss: 0.018881462514400482
2024-04-26 12:28:36,076 - INFO - Epoch: 47, training loss: 0.06653747707605362
2024-04-26 12:28:36,076 - INFO - Epoch: 48, training loss: 0.06449659913778305
2024-04-26 12:28:36,076 - INFO - Epoch: 49, training loss: 0.022430218756198883
2024-04-26 12:28:36,076 - INFO - Epoch: 50, training loss: 0.036514218896627426
2024-04-26 12:28:36,076 - INFO - Epoch: 51, training loss: 0.03028237074613571
2024-04-26 12:28:36,076 - INFO - Epoch: 52, training loss: 0.07725520431995392
2024-04-26 12:28:36,076 - INFO - Epoch: 53, training loss: 0.03372730687260628
2024-04-26 12:28:36,093 - INFO - Epoch: 54, training loss: 0.025784950703382492
2024-04-26 12:28:36,096 - INFO - Epoch: 55, training loss: 0.06767849624156952
2024-04-26 12:28:36,098 - INFO - Epoch: 56, training loss: 0.0450347363948822
2024-04-26 12:28:36,100 - INFO - Epoch: 57, training loss: 0.033036522567272186
2024-04-26 12:28:36,102 - INFO - Epoch: 58, training loss: 0.01966077834367752
2024-04-26 12:28:36,105 - INFO - Epoch: 59, training loss: 0.10105124115943909
2024-04-26 12:28:36,107 - INFO - Epoch: 60, training loss: 0.10997427999973297
2024-04-26 12:28:36,109 - INFO - Epoch: 61, training loss: 0.021145492792129517
2024-04-26 12:28:36,112 - INFO - Epoch: 62, training loss: 0.21044166386127472
2024-04-26 12:28:36,113 - INFO - Epoch: 63, training loss: 0.02927429787814617
2024-04-26 12:28:36,115 - INFO - Epoch: 64, training loss: 0.06757842004299164
2024-04-26 12:28:36,117 - INFO - Epoch: 65, training loss: 0.04316898435354233
2024-04-26 12:28:36,119 - INFO - Epoch: 66, training loss: 0.027774972841143608
2024-04-26 12:28:36,121 - INFO - Epoch: 67, training loss: 0.203714519739151
2024-04-26 12:28:36,122 - INFO - Epoch: 68, training loss: 0.01806151680648327
2024-04-26 12:28:36,124 - INFO - Epoch: 69, training loss: 0.03066282346844673
2024-04-26 12:28:36,126 - INFO - Epoch: 70, training loss: 0.011069084517657757
2024-04-26 12:28:36,129 - INFO - Epoch: 71, training loss: 0.04831575229763985
2024-04-26 12:28:36,131 - INFO - Epoch: 72, training loss: 0.022340312600135803
2024-04-26 12:28:36,133 - INFO - Epoch: 73, training loss: 0.022985249757766724
2024-04-26 12:28:36,134 - INFO - Epoch: 74, training loss: 0.03197892755270004
2024-04-26 12:28:36,137 - INFO - Epoch: 75, training loss: 0.06008433923125267
2024-04-26 12:28:36,138 - INFO - Epoch: 76, training loss: 0.03609885647892952
2024-04-26 12:28:36,140 - INFO - Epoch: 77, training loss: 0.03342856466770172
2024-04-26 12:28:36,142 - INFO - Epoch: 78, training loss: 0.0677243247628212
2024-04-26 12:28:36,144 - INFO - Epoch: 79, training loss: 0.019135374575853348
2024-04-26 12:28:36,145 - INFO - Epoch: 80, training loss: 0.031123828142881393
2024-04-26 12:28:36,147 - INFO - Epoch: 81, training loss: 0.010925810784101486
2024-04-26 12:28:36,149 - INFO - Epoch: 82, training loss: 0.022749174386262894
2024-04-26 12:28:36,151 - INFO - Epoch: 83, training loss: 0.03544897213578224
2024-04-26 12:28:36,152 - INFO - Epoch: 84, training loss: 0.024895086884498596
2024-04-26 12:28:36,154 - INFO - Epoch: 85, training loss: 0.04978715628385544
2024-04-26 12:28:36,156 - INFO - Epoch: 86, training loss: 0.010554015636444092
2024-04-26 12:28:36,158 - INFO - Epoch: 87, training loss: 0.030499951913952827
2024-04-26 12:28:36,160 - INFO - Epoch: 88, training loss: 0.05329999327659607
2024-04-26 12:28:36,161 - INFO - Epoch: 89, training loss: 0.03128132224082947
2024-04-26 12:28:36,163 - INFO - Epoch: 90, training loss: 0.024356836453080177
2024-04-26 12:28:36,166 - INFO - Epoch: 91, training loss: 0.02523200772702694
2024-04-26 12:28:36,168 - INFO - Epoch: 92, training loss: 0.029813751578330994
2024-04-26 12:28:36,170 - INFO - Epoch: 0, training loss: 0.012632407248020172
2024-04-26 12:28:36,172 - INFO - Epoch: 1, training loss: 0.03722335770726204
2024-04-26 12:28:36,174 - INFO - Epoch: 2, training loss: 0.03604802489280701
2024-04-26 12:28:36,176 - INFO - Epoch: 3, training loss: 0.019828487187623978
2024-04-26 12:28:36,178 - INFO - Epoch: 4, training loss: 0.018818622455000877
2024-04-26 12:28:36,179 - INFO - Epoch: 5, training loss: 0.08522430062294006
2024-04-26 12:28:36,181 - INFO - Epoch: 6, training loss: 0.01645481213927269
2024-04-26 12:28:36,183 - INFO - Epoch: 7, training loss: 0.022673867642879486
2024-04-26 12:28:36,184 - INFO - Epoch: 8, training loss: 0.009434371255338192
2024-04-26 12:28:36,186 - INFO - Epoch: 9, training loss: 0.017117483541369438
2024-04-26 12:28:36,188 - INFO - Epoch: 10, training loss: 0.021214235574007034
2024-04-26 12:28:36,190 - INFO - Epoch: 11, training loss: 0.024881403893232346
2024-04-26 12:28:36,192 - INFO - Epoch: 12, training loss: 0.033809006214141846
2024-04-26 12:28:36,194 - INFO - Epoch: 13, training loss: 0.02844817191362381
2024-04-26 12:28:36,196 - INFO - Epoch: 14, training loss: 0.011843130923807621
2024-04-26 12:28:36,198 - INFO - Epoch: 15, training loss: 0.038006678223609924
2024-04-26 12:28:36,200 - INFO - Epoch: 16, training loss: 0.009987407363951206
2024-04-26 12:28:36,201 - INFO - Epoch: 17, training loss: 0.09071104228496552
2024-04-26 12:28:36,203 - INFO - Epoch: 18, training loss: 0.03402610123157501
2024-04-26 12:28:36,205 - INFO - Epoch: 19, training loss: 0.12899617850780487
2024-04-26 12:28:36,207 - INFO - Epoch: 20, training loss: 0.01642920821905136
2024-04-26 12:28:36,209 - INFO - Epoch: 21, training loss: 0.07935227453708649
2024-04-26 12:28:36,210 - INFO - Epoch: 22, training loss: 0.015321172773838043
2024-04-26 12:28:36,212 - INFO - Epoch: 23, training loss: 0.028058316558599472
2024-04-26 12:28:36,214 - INFO - Epoch: 24, training loss: 0.026684917509555817
2024-04-26 12:28:36,216 - INFO - Epoch: 25, training loss: 0.0638146698474884
2024-04-26 12:28:36,217 - INFO - Epoch: 26, training loss: 0.16553305089473724
2024-04-26 12:28:36,219 - INFO - Epoch: 27, training loss: 0.025238674134016037
2024-04-26 12:28:36,221 - INFO - Epoch: 28, training loss: 0.024144556373357773
2024-04-26 12:28:36,223 - INFO - Epoch: 29, training loss: 0.01746772974729538
2024-04-26 12:28:36,224 - INFO - Epoch: 30, training loss: 0.035493943840265274
2024-04-26 12:28:36,226 - INFO - Epoch: 31, training loss: 0.036941345781087875
2024-04-26 12:28:36,228 - INFO - Epoch: 32, training loss: 0.06938108056783676
2024-04-26 12:28:36,230 - INFO - Epoch: 33, training loss: 0.04742582142353058
2024-04-26 12:28:36,231 - INFO - Epoch: 34, training loss: 0.022192278876900673
2024-04-26 12:28:36,233 - INFO - Epoch: 35, training loss: 0.053212765604257584
2024-04-26 12:28:36,234 - INFO - Epoch: 36, training loss: 0.026782510802149773
2024-04-26 12:28:36,237 - INFO - Epoch: 37, training loss: 0.010130406357347965
2024-04-26 12:28:36,239 - INFO - Epoch: 38, training loss: 0.0730588436126709
2024-04-26 12:28:36,241 - INFO - Epoch: 39, training loss: 0.011665486730635166
2024-04-26 12:28:36,242 - INFO - Epoch: 40, training loss: 0.030597036704421043
2024-04-26 12:28:36,244 - INFO - Epoch: 41, training loss: 0.04817025735974312
2024-04-26 12:28:36,246 - INFO - Epoch: 42, training loss: 0.02032763883471489
2024-04-26 12:28:36,248 - INFO - Epoch: 43, training loss: 0.06002121791243553
2024-04-26 12:28:36,249 - INFO - Epoch: 44, training loss: 0.012716255150735378
2024-04-26 12:28:36,251 - INFO - Epoch: 45, training loss: 0.02101437933743
2024-04-26 12:28:36,253 - INFO - Epoch: 46, training loss: 0.022851916030049324
2024-04-26 12:28:36,255 - INFO - Epoch: 47, training loss: 0.04319525510072708
2024-04-26 12:28:36,257 - INFO - Epoch: 48, training loss: 0.029554955661296844
2024-04-26 12:28:36,258 - INFO - Epoch: 49, training loss: 0.11738847196102142
2024-04-26 12:28:36,260 - INFO - Epoch: 50, training loss: 0.038122568279504776
2024-04-26 12:28:36,262 - INFO - Epoch: 51, training loss: 0.022279370576143265
2024-04-26 12:28:36,264 - INFO - Epoch: 52, training loss: 0.01259237714111805
2024-04-26 12:28:36,265 - INFO - Epoch: 53, training loss: 0.012407281436026096
2024-04-26 12:28:36,267 - INFO - Epoch: 54, training loss: 0.025027068331837654
2024-04-26 12:28:36,269 - INFO - Epoch: 55, training loss: 0.021585552021861076
2024-04-26 12:28:36,271 - INFO - Epoch: 56, training loss: 0.089251309633255
2024-04-26 12:28:36,273 - INFO - Epoch: 57, training loss: 0.0360695943236351
2024-04-26 12:28:36,274 - INFO - Epoch: 58, training loss: 0.01036069542169571
2024-04-26 12:28:36,276 - INFO - Epoch: 59, training loss: 0.028073148801922798
2024-04-26 12:28:36,278 - INFO - Epoch: 60, training loss: 0.027040641754865646
2024-04-26 12:28:36,280 - INFO - Epoch: 61, training loss: 0.030570637434720993
2024-04-26 12:28:36,281 - INFO - Epoch: 62, training loss: 0.0692799985408783
2024-04-26 12:28:36,283 - INFO - Epoch: 63, training loss: 0.04907165840268135
2024-04-26 12:28:36,285 - INFO - Epoch: 64, training loss: 0.03790327534079552
2024-04-26 12:28:36,287 - INFO - Epoch: 65, training loss: 0.027549076825380325
2024-04-26 12:28:36,289 - INFO - Epoch: 66, training loss: 0.028324440121650696
2024-04-26 12:28:36,290 - INFO - Epoch: 67, training loss: 0.02119378373026848
2024-04-26 12:28:36,292 - INFO - Epoch: 68, training loss: 0.03092794679105282
2024-04-26 12:28:36,294 - INFO - Epoch: 69, training loss: 0.06561120599508286
2024-04-26 12:28:36,295 - INFO - Epoch: 70, training loss: 0.009102133102715015
2024-04-26 12:28:36,297 - INFO - Epoch: 71, training loss: 0.012502324767410755
2024-04-26 12:28:36,299 - INFO - Epoch: 72, training loss: 0.07680496573448181
2024-04-26 12:28:36,301 - INFO - Epoch: 73, training loss: 0.09649139642715454
2024-04-26 12:28:36,303 - INFO - Epoch: 74, training loss: 0.03918435797095299
2024-04-26 12:28:36,304 - INFO - Epoch: 75, training loss: 0.008643398992717266
2024-04-26 12:28:36,306 - INFO - Epoch: 76, training loss: 0.015151689760386944
2024-04-26 12:28:36,308 - INFO - Epoch: 77, training loss: 0.05473308637738228
2024-04-26 12:28:36,310 - INFO - Epoch: 78, training loss: 0.0245051309466362
2024-04-26 12:28:36,311 - INFO - Epoch: 79, training loss: 0.03055945597589016
2024-04-26 12:28:36,313 - INFO - Epoch: 80, training loss: 0.04660378396511078
2024-04-26 12:28:36,315 - INFO - Epoch: 81, training loss: 0.05893320590257645
2024-04-26 12:28:36,317 - INFO - Epoch: 82, training loss: 0.024065591394901276
2024-04-26 12:28:36,319 - INFO - Epoch: 83, training loss: 0.07013650238513947
2024-04-26 12:28:36,320 - INFO - Epoch: 84, training loss: 0.05608142912387848
2024-04-26 12:28:36,322 - INFO - Epoch: 85, training loss: 0.02320968359708786
2024-04-26 12:28:36,324 - INFO - Epoch: 86, training loss: 0.10910685360431671
2024-04-26 12:28:36,326 - INFO - Epoch: 87, training loss: 0.08741558343172073
2024-04-26 12:28:36,327 - INFO - Epoch: 88, training loss: 0.0813540369272232
2024-04-26 12:28:36,329 - INFO - Epoch: 89, training loss: 0.028539078310132027
2024-04-26 12:28:36,331 - INFO - Epoch: 90, training loss: 0.058014340698719025
2024-04-26 12:28:36,333 - INFO - Epoch: 91, training loss: 0.022081654518842697
2024-04-26 12:28:36,335 - INFO - Epoch: 92, training loss: 0.011493953876197338
2024-04-26 12:28:36,337 - INFO - Epoch: 0, training loss: 0.014733260497450829
2024-04-26 12:28:36,339 - INFO - Epoch: 1, training loss: 0.07360407710075378
2024-04-26 12:28:36,341 - INFO - Epoch: 2, training loss: 0.0140989376232028
2024-04-26 12:28:36,343 - INFO - Epoch: 3, training loss: 0.02819565124809742
2024-04-26 12:28:36,345 - INFO - Epoch: 4, training loss: 0.016460761427879333
2024-04-26 12:28:36,347 - INFO - Epoch: 5, training loss: 0.02871815301477909
2024-04-26 12:28:36,349 - INFO - Epoch: 6, training loss: 0.013089178130030632
2024-04-26 12:28:36,351 - INFO - Epoch: 7, training loss: 0.02728889137506485
2024-04-26 12:28:36,353 - INFO - Epoch: 8, training loss: 0.036658722907304764
2024-04-26 12:28:36,356 - INFO - Epoch: 9, training loss: 0.023652758449316025
2024-04-26 12:28:36,358 - INFO - Epoch: 10, training loss: 0.03107980266213417
2024-04-26 12:28:36,360 - INFO - Epoch: 11, training loss: 0.029966672882437706
2024-04-26 12:28:36,361 - INFO - Epoch: 12, training loss: 0.03859233856201172
2024-04-26 12:28:36,363 - INFO - Epoch: 13, training loss: 0.03840577229857445
2024-04-26 12:28:36,365 - INFO - Epoch: 14, training loss: 0.03439440205693245
2024-04-26 12:28:36,366 - INFO - Epoch: 15, training loss: 0.025293171405792236
2024-04-26 12:28:36,368 - INFO - Epoch: 16, training loss: 0.007061702199280262
2024-04-26 12:28:36,370 - INFO - Epoch: 17, training loss: 0.024552449584007263
2024-04-26 12:28:36,371 - INFO - Epoch: 18, training loss: 0.04949338361620903
2024-04-26 12:28:36,374 - INFO - Epoch: 19, training loss: 0.017072852700948715
2024-04-26 12:28:36,376 - INFO - Epoch: 20, training loss: 0.015160593204200268
2024-04-26 12:28:36,377 - INFO - Epoch: 21, training loss: 0.030963147059082985
2024-04-26 12:28:36,379 - INFO - Epoch: 22, training loss: 0.05102596431970596
2024-04-26 12:28:36,381 - INFO - Epoch: 23, training loss: 0.009546017274260521
2024-04-26 12:28:36,383 - INFO - Epoch: 24, training loss: 0.11300943791866302
2024-04-26 12:28:36,385 - INFO - Epoch: 25, training loss: 0.019180964678525925
2024-04-26 12:28:36,386 - INFO - Epoch: 26, training loss: 0.026331964880228043
2024-04-26 12:28:36,388 - INFO - Epoch: 27, training loss: 0.02011268399655819
2024-04-26 12:28:36,390 - INFO - Epoch: 28, training loss: 0.022342029958963394
2024-04-26 12:28:36,392 - INFO - Epoch: 29, training loss: 0.014315814711153507
2024-04-26 12:28:36,393 - INFO - Epoch: 30, training loss: 0.029969235882163048
2024-04-26 12:28:36,395 - INFO - Epoch: 31, training loss: 0.054938867688179016
2024-04-26 12:28:36,397 - INFO - Epoch: 32, training loss: 0.03306594118475914
2024-04-26 12:28:36,399 - INFO - Epoch: 33, training loss: 0.015572653152048588
2024-04-26 12:28:36,400 - INFO - Epoch: 34, training loss: 0.034733764827251434
2024-04-26 12:28:36,402 - INFO - Epoch: 35, training loss: 0.057672590017318726
2024-04-26 12:28:36,404 - INFO - Epoch: 36, training loss: 0.07161618024110794
2024-04-26 12:28:36,406 - INFO - Epoch: 37, training loss: 0.04645754396915436
2024-04-26 12:28:36,407 - INFO - Epoch: 38, training loss: 0.09466816484928131
2024-04-26 12:28:36,409 - INFO - Epoch: 39, training loss: 0.030781036242842674
2024-04-26 12:28:36,411 - INFO - Epoch: 40, training loss: 0.08800844103097916
2024-04-26 12:28:36,412 - INFO - Epoch: 41, training loss: 0.06208302453160286
2024-04-26 12:28:36,414 - INFO - Epoch: 42, training loss: 0.02811620943248272
2024-04-26 12:28:36,416 - INFO - Epoch: 43, training loss: 0.02956901304423809
2024-04-26 12:28:36,418 - INFO - Epoch: 44, training loss: 0.01607660949230194
2024-04-26 12:28:36,419 - INFO - Epoch: 45, training loss: 0.039650652557611465
2024-04-26 12:28:36,421 - INFO - Epoch: 46, training loss: 0.04268985986709595
2024-04-26 12:28:36,423 - INFO - Epoch: 47, training loss: 0.17252777516841888
2024-04-26 12:28:36,424 - INFO - Epoch: 48, training loss: 0.014996934682130814
2024-04-26 12:28:36,426 - INFO - Epoch: 49, training loss: 0.028766993433237076
2024-04-26 12:28:36,428 - INFO - Epoch: 50, training loss: 0.026906602084636688
2024-04-26 12:28:36,430 - INFO - Epoch: 51, training loss: 0.06605730950832367
2024-04-26 12:28:36,431 - INFO - Epoch: 52, training loss: 0.11921792477369308
2024-04-26 12:28:36,433 - INFO - Epoch: 53, training loss: 0.04962232708930969
2024-04-26 12:28:36,435 - INFO - Epoch: 54, training loss: 0.018427899107336998
2024-04-26 12:28:36,437 - INFO - Epoch: 55, training loss: 0.02517404593527317
2024-04-26 12:28:36,439 - INFO - Epoch: 56, training loss: 0.027902113273739815
